text,category
play howard stern on sirius,play_radio
make the lights pink,iot_hue_lightchange
convert usa time in to indian time,datetime_convert
where can i eat along route sixty six,recommendation_locations
"s1, again clarify your answers please.",general_explain
no lunch date tomorrow,calendar_remove
please order me lo mein and egg rolls from panda express now,takeaway_order
what are meeting scheduled for today,calendar_query
flip the wemo on,iot_wemo_on
"olly that's all, stop it.",general_commandstop
"s1, please clarify me about your answers once again.",general_explain
confirm that my notification is set to remind me when i leave,calendar_query
kung fu panda three,recommendation_movies
schedule a meeting with al on tuesday,calendar_set
turn the sound off,audio_volume_mute
i want to start a new list of power tools on sale at true value,lists_createoradd
ah it's great work.,general_praise
book me a train ride,transport_ticket
can you book an uber tomorrow,transport_taxi
what do i need to complete first from the list,lists_query
play sam harris please,play_radio
check and tell me the address of my friend alex,email_querycontact
what is today's date,datetime_query
would like to see the time zone,datetime_query
let's play fmod,play_game
resume play where i left off in book on audible,play_audiobook
change the time in this location to ist,datetime_convert
get the cleaning on,iot_cleaning
"i wouldn't really care, olly.",general_dontcare
repeating event meeting on mondays,calendar_set
get sia's cheap thrills ready to play next,play_music
turn up the lights please,iot_hue_lightup
what are my alarms,alarm_query
light green,iot_hue_lightchange
reserve a ticket to go to destination by train,transport_ticket
set an alarm,alarm_set
enable smart socket,iot_wemo_on
is traffic heavy,transport_traffic
remember this music,music_likeness
start over.,general_repeat
order me a large ham and olive pizza from dominos,takeaway_order
answer the equation eight times seven,qa_maths
i want to buy over ear headphones with minimum frequency response of fifteen hz and maximum frequency response twenty two thousand hz,general_quirky
can you send an email to my mother about the weekly weather,email_sendemail
put the song sung by shreya at the top,play_music
turn on console,play_game
it's dirty here make some noise,iot_cleaning
do you have a traffic update,transport_traffic
turn it to frequency nine hundred and ninety seven,play_radio
make coffee at three,iot_coffee
find me a description of morel mushrooms,qa_definition
turn off the wemo plug,iot_wemo_off
whats a good joke,general_joke
set alarm for nine am,alarm_set
start playlist for podcast,play_podcasts
is it supposed to rain tomorrow,weather_query
delete my eight pm alarm,alarm_remove
just let me know about current traffic in carmen drive,transport_traffic
strongly agreed.,general_affirm
please make me coffee without sweetener,iot_coffee
yeap you have got my instructions perfectly.,general_affirm
did you get last thing i said correctly?,general_confirm
where should i avoid this morning,transport_traffic
start and email to john smith,email_sendemail
delete the scheduled meeting on fourth october twelve pm,calendar_remove
do i have banana in my shopping list,lists_query
hey can you please make me a creamy coffee,iot_coffee
what does potato mean,qa_definition
tell me all local events,recommendation_events
remove the item from list,lists_remove
make the smart socket turn off,iot_wemo_off
do i need a light or heavy jacket today,weather_query
show me what day the thirty first is on,datetime_query
turn on the light socket,iot_wemo_on
"wait, this is not the right command.",general_negate
what is mary smith's telephone number,email_querycontact
can you check and confirm my last command please.,general_confirm
cancel the plan of party,calendar_remove
get me an uber please,transport_taxi
any cultural events in california,recommendation_events
what playlist is on shuffle,music_query
tell me all events for today in my city,recommendation_events
what time does the train arrive at edinburgh,transport_query
what is the current exchange rate from u. s. d. to rupies,qa_currency
road traffic,transport_traffic
what color is the sky,qa_factoid
what is the title of this song and please shuffle songs from the artist that sang it,music_query
abolish an item from list,lists_remove
i need a taxi to go home,transport_taxi
wake me up in thirty minutes,alarm_set
play uno together,play_game
rm rf calendar,calendar_remove
are there any accidents on the four hundred and five,transport_traffic
"that's amazing job, musch appreciated.",general_praise
is there any salon in babaji nagar,recommendation_locations
pawel prepare the meeting with john,calendar_query
i would like you check detail please.,general_confirm
please turn on my robot vacuum cleaner,iot_cleaning
can you turn my bathroom lights off,iot_hue_lightoff
whats a silly joke you know,general_joke
is that the song from spectre,music_query
what is the cheapest ticket available next week for a round trip three day trip to iceland,transport_query
is mary smith in my contacts list,email_querycontact
make a pot of strong coffee,iot_coffee
switch on light,iot_hue_lighton
confirm i have set an alarm for six am,alarm_query
i want coffee,iot_coffee
play lady now,play_music
what's the closest taxi to me,transport_taxi
add to calendar may two is mary's birthday repeat every year,calendar_set
you understood command exactly.,general_affirm
what times are my alarms set for,alarm_query
add event book club debbie's house wednesday night,calendar_set
remind me at five pm,alarm_set
i would like you just cancel.,general_commandstop
am i on vacation this week,calendar_query
turn off my wifi,iot_wemo_off
